alternative,value,rank,size,iteration,custom_id,alternative_of_interest,starting_id,type,n_alternatives
8,0.48967309343010634,1,100,0,1,False,2,IC,9
6,0.4574672247958513,2,100,0,2,True,2,IC,9
5,0.442547569356867,3,100,0,3,False,2,IC,9
3,0.43446395825995016,4,100,0,4,False,2,IC,9
2,0.42684860181189244,5,100,0,5,False,2,IC,9
0,0.40690524792180166,6,100,0,6,False,2,IC,9
7,0.4056656507213863,7,100,0,7,False,2,IC,9
4,0.35582568644471774,8,100,0,8,False,2,IC,9
1,0.33548974631902256,9,100,0,9,False,2,IC,9
6,0.5069961771865977,1,109,10,2,True,2,IC,9
5,0.46186043908785945,2,109,10,3,False,2,IC,9
3,0.45586850470835366,3,109,10,4,False,2,IC,9
8,0.45411502885046606,4,109,10,1,False,2,IC,9
2,0.4208613885158198,5,109,10,5,False,2,IC,9
0,0.3871529290626744,6,109,10,6,False,2,IC,9
7,0.38623326765328275,7,109,10,7,False,2,IC,9
1,0.3385418460449401,8,109,10,9,False,2,IC,9
4,0.3302039662873483,9,109,10,8,False,2,IC,9
6,0.5481639088342655,1,119,20,2,True,2,IC,9
5,0.475806195644917,2,119,20,3,False,2,IC,9
3,0.4712400914563273,3,119,20,4,False,2,IC,9
8,0.4279616216637353,4,119,20,1,False,2,IC,9
2,0.41659680871314114,5,119,20,5,False,2,IC,9
0,0.37258480747870804,6,119,20,6,False,2,IC,9
7,0.37189790512328313,7,119,20,7,False,2,IC,9
1,0.34055439463964615,8,119,20,9,False,2,IC,9
4,0.3114468418001275,9,119,20,8,False,2,IC,9
6,0.5829380639810029,1,129,30,2,True,2,IC,9
5,0.4863272583597314,2,129,30,3,False,2,IC,9
3,0.4828010952019159,3,129,30,4,False,2,IC,9
2,0.4133655133254468,4,129,30,5,False,2,IC,9
8,0.4078697493762399,5,129,30,1,False,2,IC,9
0,0.36135887719265336,6,129,30,6,False,2,IC,9
7,0.36085068028435774,7,129,30,7,False,2,IC,9
1,0.3419861293035808,8,129,30,9,False,2,IC,9
