alternative,value,rank,size,iteration,custom_id,alternative_of_interest,starting_id,type,n_alternatives
0,0.5285775274900001,1,100,0,1,False,2,IC,5
1,0.5012627785671377,2,100,0,2,True,2,IC,5
3,0.4997229917645609,3,100,0,3,False,2,IC,5
2,0.49172410702347036,4,100,0,4,False,2,IC,5
4,0.4870951097513598,5,100,0,5,False,2,IC,5
1,0.5466289987941552,1,109,10,2,True,2,IC,5
3,0.50700381564174,2,109,10,3,False,2,IC,5
2,0.5008403601180054,3,109,10,4,False,2,IC,5
0,0.4925832009342448,4,109,10,1,False,2,IC,5
4,0.45778834489475123,5,109,10,5,False,2,IC,5
1,0.5844116740403513,1,119,20,2,True,2,IC,5
3,0.5116282957884358,2,119,20,3,False,2,IC,5
2,0.5068968290605738,3,119,20,4,False,2,IC,5
0,0.46634577449693493,4,119,20,1,False,2,IC,5
4,0.4362059058050906,5,119,20,5,False,2,IC,5
1,0.6163693210422455,1,129,30,2,True,2,IC,5
3,0.514708920512236,2,129,30,3,False,2,IC,5
2,0.5111299779701659,3,129,30,4,False,2,IC,5
0,0.44626841544720025,4,129,30,1,False,2,IC,5
4,0.4195771241307576,5,129,30,5,False,2,IC,5
1,0.6437548582228282,1,139,40,2,True,2,IC,5
3,0.516835103366188,2,139,40,3,False,2,IC,5
2,0.5142055791946679,3,139,40,4,False,2,IC,5
0,0.43035375217079685,4,139,40,1,False,2,IC,5
4,0.4063316622002286,5,139,40,5,False,2,IC,5
1,0.6674853943869806,1,149,50,2,True,2,IC,5
3,0.5183427624154515,2,149,50,3,False,2,IC,5
2,0.5165097250630064,3,149,50,4,False,2,IC,5
0,0.4173967095313288,4,149,50,1,False,2,IC,5
4,0.3955084896720926,5,149,50,5,False,2,IC,5
1,0.6882478140078827,1,159,60,2,True,2,IC,5
3,0.5194343901631493,2,159,60,3,False,2,IC,5
2,0.5182794948948941,3,159,60,4,False,2,IC,5
0,0.40662358862208897,4,159,60,1,False,2,IC,5
4,0.3864841589098218,5,159,60,5,False,2,IC,5
1,0.7065668361382291,1,169,70,2,True,2,IC,5
3,0.5202376252373689,2,169,70,3,False,2,IC,5
2,0.5196672630780933,3,169,70,4,False,2,IC,5
0,0.3975130421224325,4,169,70,1,False,2,IC,5
4,0.37883527342278356,5,169,70,5,False,2,IC,5
1,0.7228502529069124,1,179,80,2,True,2,IC,5
3,0.5208359135252791,2,179,80,3,False,2,IC,5
2,0.5207746911706417,3,179,80,4,False,2,IC,5
0,0.38969991718562397,4,179,80,1,False,2,IC,5
4,0.37226348602881465,5,179,80,5,False,2,IC,5
1,0.7374198103975869,1,189,90,2,True,2,IC,5
2,0.5216717573429233,2,189,90,4,False,2,IC,5
3,0.5212854941564461,3,189,90,3,False,2,IC,5
0,0.3829202428201021,4,189,90,1,False,2,IC,5
4,0.3665520822778397,5,189,90,5,False,2,IC,5
1,0.7505327854766901,1,199,100,2,True,2,IC,5
2,0.5224079256312293,2,199,100,4,False,2,IC,5
3,0.5216252589405619,3,199,100,3,False,2,IC,5
0,0.37697809903929713,4,199,100,1,False,2,IC,5
4,0.3615395893734489,5,199,100,5,False,2,IC,5
3,0.6041048898444477,1,100,0,1,False,2,IC,5
2,0.5357599997408607,2,100,0,2,True,2,IC,5
1,0.5145915032968773,3,100,0,3,False,2,IC,5
4,0.42655121552522907,4,100,0,4,False,2,IC,5
0,0.4220807795077807,5,100,0,5,False,2,IC,5
3,0.6030286850624625,1,109,10,1,False,2,IC,5
2,0.5782600080070645,2,109,10,2,True,2,IC,5
1,0.4838375783749481,3,109,10,3,False,2,IC,5
0,0.4387227651486359,4,109,10,5,False,2,IC,5
4,0.39972742836863656,5,109,10,4,False,2,IC,5
2,0.6136098046028122,1,119,20,2,True,2,IC,5
3,0.6015442224756844,2,119,20,1,False,2,IC,5
1,0.460922234344015,3,119,20,3,False,2,IC,5
0,0.4504209663023191,4,119,20,5,False,2,IC,5
4,0.38014416136850193,5,119,20,4,False,2,IC,5
2,0.6434779866351568,1,129,30,2,True,2,IC,5
3,0.5999503702541366,2,129,30,1,False,2,IC,5
0,0.4590192026385635,3,129,30,5,False,2,IC,5
1,0.4431111455787136,4,129,30,3,False,2,IC,5
4,0.36517148371644087,5,129,30,4,False,2,IC,5
2,0.6690504127240795,1,139,40,2,True,2,IC,5
3,0.598376892020712,2,139,40,1,False,2,IC,5
0,0.4655585570219793,3,139,40,5,False,2,IC,5
1,0.42882765125634,4,139,40,3,False,2,IC,5
4,0.35332791085411425,5,139,40,4,False,2,IC,5
2,0.6911932986634893,1,149,50,2,True,2,IC,5
3,0.5968792935752312,2,149,50,1,False,2,IC,5
0,0.47066870079101797,3,149,50,5,False,2,IC,5
1,0.4170935925417725,4,149,50,3,False,2,IC,5
4,0.343711459097733,5,149,50,4,False,2,IC,5
2,0.7105542784800252,1,159,60,2,True,2,IC,5
3,0.5954787670154551,2,159,60,1,False,2,IC,5
0,0.4747512389719288,3,159,60,5,False,2,IC,5
1,0.40726731704590186,4,159,60,3,False,2,IC,5
4,0.33573973403038254,5,159,60,4,False,2,IC,5
2,0.7276273526166357,1,169,70,2,True,2,IC,5
3,0.5941802653592583,2,169,70,1,False,2,IC,5
0,0.47807340399664017,3,169,70,5,False,2,IC,5
1,0.3989090244039563,4,169,70,3,False,2,IC,5
4,0.32901898312094885,5,169,70,4,False,2,IC,5
2,0.7427959495828276,1,179,80,2,True,2,IC,5
3,0.5929811052436404,2,179,80,1,False,2,IC,5
0,0.4808192952303264,3,179,80,5,False,2,IC,5
1,0.39170638921612494,4,179,80,3,False,2,IC,5
4,0.323272945061493,5,179,80,4,False,2,IC,5
2,0.7563622571999764,1,189,90,2,True,2,IC,5
3,0.5918752005462331,2,189,90,1,False,2,IC,5
0,0.4831194737083636,3,189,90,5,False,2,IC,5
1,0.3854310350377561,4,189,90,3,False,2,IC,5
4,0.318301791922635,5,189,90,4,False,2,IC,5
2,0.7685676782805737,1,199,100,2,True,2,IC,5
3,0.5908551821308755,2,199,100,1,False,2,IC,5
0,0.4850688424032781,3,199,100,5,False,2,IC,5
1,0.3799118267032646,4,199,100,3,False,2,IC,5
4,0.3139572437913036,5,199,100,4,False,2,IC,5
0,0.5272626421497791,1,100,0,1,False,2,IC,5
1,0.525867474916388,2,100,0,2,True,2,IC,5
2,0.5077698995554444,3,100,0,3,False,2,IC,5
4,0.4912287529098669,4,100,0,4,False,2,IC,5
3,0.4479291931559367,5,100,0,5,False,2,IC,5
1,0.5689839317172314,1,109,10,2,True,2,IC,5
2,0.5137416123327773,2,109,10,3,False,2,IC,5
4,0.4964042865984927,3,109,10,4,False,2,IC,5
0,0.49562101696685396,4,109,10,1,False,2,IC,5
3,0.42054425898430503,5,109,10,5,False,2,IC,5
1,0.6049002653411197,1,119,20,2,True,2,IC,5
2,0.5177346943883007,2,119,20,3,False,2,IC,5
4,0.49974431220834675,3,119,20,4,False,2,IC,5
0,0.4719161252066241,4,119,20,1,False,2,IC,5
3,0.40051552992730416,5,119,20,5,False,2,IC,5
1,0.6352834080597616,1,129,30,2,True,2,IC,5
2,0.5205180811874921,2,129,30,3,False,2,IC,5
4,0.5020074827119513,3,129,30,4,False,2,IC,5
0,0.4534284853222867,4,129,30,1,False,2,IC,5
3,0.38518068813770684,5,129,30,5,False,2,IC,5
1,0.6613220124249536,1,139,40,2,True,2,IC,5
2,0.5225215497671152,2,139,40,3,False,2,IC,5
4,0.5036001169509441,3,139,40,4,False,2,IC,5
0,0.43857071568655337,4,139,40,1,False,2,IC,5
3,0.3730363301930258,5,139,40,5,False,2,IC,5
1,0.6838866773054001,1,149,50,2,True,2,IC,5
2,0.5240008558462457,2,149,50,3,False,2,IC,5
4,0.5047553168493254,3,149,50,4,False,2,IC,5
0,0.42634887173839364,4,149,50,1,False,2,IC,5
3,0.36316554508606613,5,149,50,5,False,2,IC,5
1,0.7036297503844038,1,159,60,2,True,2,IC,5
2,0.5251158979143408,2,159,60,3,False,2,IC,5
4,0.5056142291325478,3,159,60,4,False,2,IC,5
0,0.41610633261954894,4,159,60,1,False,2,IC,5
3,0.3549755235407348,5,159,60,5,False,2,IC,5
1,0.7210497400053171,1,169,70,2,True,2,IC,5
2,0.5259707228384478,2,169,70,3,False,2,IC,5
4,0.506266139439502,3,169,70,4,False,2,IC,5
0,0.4073905900125291,4,169,70,1,False,2,IC,5
3,0.34806504713953124,5,169,70,5,False,2,IC,5
1,0.7365341709046666,1,179,80,2,True,2,IC,5
2,0.5266353140539192,2,179,80,3,False,2,IC,5
4,0.5067696111186157,3,179,80,4,False,2,IC,5
0,0.39987894280546815,4,179,80,1,False,2,IC,5
3,0.3421523633480128,5,179,80,5,False,2,IC,5
1,0.7503888607847791,1,189,90,2,True,2,IC,5
2,0.5271580757654308,2,189,90,3,False,2,IC,5
4,0.5071642488526558,3,189,90,4,False,2,IC,5
0,0.393334658530656,4,189,90,1,False,2,IC,5
3,0.33703351071638066,5,189,90,5,False,2,IC,5
1,0.7628583885477268,1,199,100,2,True,2,IC,5
2,0.5275732954137844,2,199,100,3,False,2,IC,5
4,0.5074775464423491,3,199,100,4,False,2,IC,5
0,0.38757989167997214,4,199,100,1,False,2,IC,5
3,0.3325570333626149,5,199,100,5,False,2,IC,5
3,0.6136195275610075,1,100,0,1,False,2,IC,5
2,0.5584945482073351,2,100,0,2,True,2,IC,5
4,0.48730611811882485,3,100,0,3,False,2,IC,5
0,0.4243518243438505,4,100,0,4,False,2,IC,5
1,0.40307840456230376,5,100,0,5,False,2,IC,5
3,0.6128057561944479,1,109,10,1,False,2,IC,5
2,0.5999112546954184,2,109,10,2,True,2,IC,5
4,0.4632599370781117,3,109,10,3,False,2,IC,5
1,0.40932268366611885,4,109,10,5,False,2,IC,5
0,0.4012782608828941,5,109,10,4,False,2,IC,5
2,0.6341197069632929,1,119,20,2,True,2,IC,5
3,0.6115472637364652,2,119,20,1,False,2,IC,5
4,0.4450495006148757,3,119,20,3,False,2,IC,5
1,0.41400251629997487,4,119,20,5,False,2,IC,5
0,0.38391889370277765,5,119,20,4,False,2,IC,5
2,0.6628715559450372,1,129,30,2,True,2,IC,5
3,0.6101137871026513,2,129,30,1,False,2,IC,5
4,0.4307352205930184,3,129,30,3,False,2,IC,5
1,0.41767046512750144,4,129,30,5,False,2,IC,5
0,0.37037001368162303,5,129,30,4,False,2,IC,5
