perc_rows,number_rows,number_issues,number_agents,profile,RANK(WR),RANK(COP),RANK(STD),RANK(DIV(WR)),RANK(DIV(COP))
0.8399999999999996,10,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.8499999999999996,10,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.8599999999999995,10,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.8699999999999996,10,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.8799999999999996,10,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.8899999999999996,10,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.8999999999999996,10,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9099999999999996,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9199999999999996,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9299999999999996,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9399999999999996,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9499999999999995,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9599999999999995,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9699999999999995,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9799999999999995,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9899999999999995,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
0.9999999999999996,11,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
1.0099999999999996,12,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
1.0199999999999996,12,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
1.0299999999999996,12,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
1.0399999999999996,12,5,100,0,"[4, 3, 2, 0, 1]","[3, 4, 2, 1, 0]","[0, 2, 3, 4, 1]","[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]"
