alternative,value,rank,size,iteration,custom_id,alternative_of_interest,starting_id,type,n_alternatives
1,0.7765618854679163,1,100,0,1,False,2,UM50,4
3,0.7215209599501325,2,100,0,2,True,2,UM50,4
0,0.43146239022527677,3,100,0,3,False,2,UM50,4
2,0.24887982790557941,4,100,0,4,False,2,UM50,4
1,0.7602095809083868,1,105,6,1,False,2,UM50,4
3,0.74878139289904,2,105,6,2,True,2,UM50,4
0,0.4386771634088957,3,105,6,3,False,2,UM50,4
2,0.25483262344851637,4,105,6,4,False,2,UM50,4
3,0.7699324856771664,1,111,12,2,True,2,UM50,4
1,0.7464381360722824,2,111,12,1,False,2,UM50,4
0,0.44286104144577565,3,111,12,3,False,2,UM50,4
2,0.25998209218392704,4,111,12,4,False,2,UM50,4
3,0.7870838211044396,1,117,18,2,True,2,UM50,4
1,0.7346801346801347,2,117,18,1,False,2,UM50,4
0,0.4453564696505082,3,117,18,3,False,2,UM50,4
2,0.2644843079625689,4,117,18,4,False,2,UM50,4
3,0.8014077902191596,1,123,24,2,True,2,UM50,4
1,0.724523379357108,2,123,24,1,False,2,UM50,4
0,0.44683420276263597,3,123,24,3,False,2,UM50,4
2,0.26845653252463947,4,123,24,4,False,2,UM50,4
3,0.8136270001332616,1,129,30,2,True,2,UM50,4
1,0.7156611493888757,2,129,30,1,False,2,UM50,4
0,0.4476649417384495,3,129,30,3,False,2,UM50,4
2,0.27198878739587345,4,129,30,4,False,2,UM50,4
3,0.8242201066069456,1,135,36,2,True,2,UM50,4
1,0.707860454192159,2,135,36,1,False,2,UM50,4
0,0.44806880933991167,3,135,36,3,False,2,UM50,4
2,0.27515145879888564,4,135,36,4,False,2,UM50,4
3,0.8335212867322959,1,141,42,2,True,2,UM50,4
1,0.7009411125082767,2,141,42,1,False,2,UM50,4
0,0.448183671578167,3,141,42,3,False,2,UM50,4
2,0.2780004545923154,4,141,42,4,False,2,UM50,4
3,0.8417733401604369,1,147,48,2,True,2,UM50,4
1,0.6947615786598837,2,147,48,1,False,2,UM50,4
0,0.44809946945637574,3,147,48,3,False,2,UM50,4
2,0.2805807960424201,4,147,48,4,False,2,UM50,4
3,0.8491582734273888,1,153,54,2,True,2,UM50,4
1,0.6892091048794845,2,153,54,1,False,2,UM50,4
0,0.4478767780004045,3,153,54,3,False,2,UM50,4
2,0.2829291779501099,4,153,54,4,False,2,UM50,4
