alternative,value,rank,size,iteration,custom_id,alternative_of_interest,starting_id,type,n_alternatives
0,1.0,1,100,0,1,False,2,IC,9
3,1.0,1,100,0,2,True,2,IC,9
7,1.0,1,100,0,3,False,2,IC,9
8,1.0,1,100,0,4,False,2,IC,9
1,0.9921875,5,100,0,5,False,2,IC,9
4,0.984375,6,100,0,6,False,2,IC,9
5,0.984375,6,100,0,7,False,2,IC,9
2,0.96875,8,100,0,8,False,2,IC,9
6,0.9609375,9,100,0,9,False,2,IC,9
3,1.0,1,109,10,2,True,2,IC,9
1,0.9921875,2,109,10,5,False,2,IC,9
7,0.9609375,3,109,10,3,False,2,IC,9
6,0.953125,4,109,10,9,False,2,IC,9
8,0.9453125,5,109,10,4,False,2,IC,9
2,0.921875,6,109,10,8,False,2,IC,9
4,0.9140625,7,109,10,6,False,2,IC,9
5,0.90625,8,109,10,7,False,2,IC,9
0,0.8515625,9,109,10,1,False,2,IC,9
3,1.0,1,119,20,2,True,2,IC,9
1,0.9921875,2,119,20,5,False,2,IC,9
6,0.9453125,3,119,20,9,False,2,IC,9
7,0.796875,4,119,20,3,False,2,IC,9
8,0.7734375,5,119,20,4,False,2,IC,9
5,0.71875,6,119,20,7,False,2,IC,9
4,0.6953125,7,119,20,6,False,2,IC,9
0,0.625,8,119,20,1,False,2,IC,9
2,0.609375,9,119,20,8,False,2,IC,9
3,1.0,1,129,30,2,True,2,IC,9
1,0.9453125,2,129,30,5,False,2,IC,9
6,0.90625,3,129,30,9,False,2,IC,9
8,0.734375,4,129,30,4,False,2,IC,9
7,0.703125,5,129,30,3,False,2,IC,9
5,0.609375,6,129,30,7,False,2,IC,9
4,0.59375,7,129,30,6,False,2,IC,9
0,0.59375,7,129,30,1,False,2,IC,9
2,0.515625,9,129,30,8,False,2,IC,9
3,1.0,1,139,40,2,True,2,IC,9
6,0.890625,2,139,40,9,False,2,IC,9
1,0.8828125,3,139,40,5,False,2,IC,9
7,0.703125,4,139,40,3,False,2,IC,9
8,0.703125,4,139,40,4,False,2,IC,9
5,0.578125,6,139,40,7,False,2,IC,9
4,0.5703125,7,139,40,6,False,2,IC,9
0,0.546875,8,139,40,1,False,2,IC,9
2,0.5,9,139,40,8,False,2,IC,9
3,1.0,1,149,50,2,True,2,IC,9
6,0.890625,2,149,50,9,False,2,IC,9
1,0.8828125,3,149,50,5,False,2,IC,9
7,0.703125,4,149,50,3,False,2,IC,9
8,0.703125,4,149,50,4,False,2,IC,9
4,0.5625,6,149,50,6,False,2,IC,9
5,0.5625,6,149,50,7,False,2,IC,9
0,0.53125,8,149,50,1,False,2,IC,9
2,0.5,9,149,50,8,False,2,IC,9
3,1.0,1,159,60,2,True,2,IC,9
