alternative,value,rank,size,iteration,custom_id,alternative_of_interest,starting_id,type,n_alternatives
0,0.8125,1,100,0,1,False,2,UM50,9
5,0.765625,2,100,0,2,True,2,UM50,9
7,0.48214285714285715,3,100,0,3,False,2,UM50,9
8,0.44642857142857145,4,100,0,4,False,2,UM50,9
2,0.40625,5,100,0,5,False,2,UM50,9
6,0.30357142857142855,6,100,0,6,False,2,UM50,9
1,0.26785714285714285,7,100,0,7,False,2,UM50,9
4,0.2421875,8,100,0,8,False,2,UM50,9
3,0.2421875,8,100,0,9,False,2,UM50,9
5,0.828125,1,105,6,2,True,2,UM50,9
0,0.8125,2,105,6,1,False,2,UM50,9
7,0.48214285714285715,3,105,6,3,False,2,UM50,9
8,0.44642857142857145,4,105,6,4,False,2,UM50,9
2,0.3984375,5,105,6,5,False,2,UM50,9
6,0.30357142857142855,6,105,6,6,False,2,UM50,9
1,0.26785714285714285,7,105,6,7,False,2,UM50,9
4,0.2421875,8,105,6,8,False,2,UM50,9
3,0.2421875,8,105,6,9,False,2,UM50,9
5,0.890625,1,111,12,2,True,2,UM50,9
0,0.8125,2,111,12,1,False,2,UM50,9
7,0.48214285714285715,3,111,12,3,False,2,UM50,9
8,0.44642857142857145,4,111,12,4,False,2,UM50,9
2,0.390625,5,111,12,5,False,2,UM50,9
6,0.30357142857142855,6,111,12,6,False,2,UM50,9
1,0.26785714285714285,7,111,12,7,False,2,UM50,9
4,0.2421875,8,111,12,8,False,2,UM50,9
3,0.2421875,8,111,12,9,False,2,UM50,9
5,0.921875,1,117,18,2,True,2,UM50,9
0,0.8125,2,117,18,1,False,2,UM50,9
7,0.48214285714285715,3,117,18,3,False,2,UM50,9
8,0.44642857142857145,4,117,18,4,False,2,UM50,9
2,0.390625,5,117,18,5,False,2,UM50,9
6,0.26785714285714285,6,117,18,6,False,2,UM50,9
1,0.25,7,117,18,7,False,2,UM50,9
4,0.2421875,8,117,18,8,False,2,UM50,9
3,0.2421875,8,117,18,9,False,2,UM50,9
5,0.96875,1,123,24,2,True,2,UM50,9
0,0.8125,2,123,24,1,False,2,UM50,9
8,0.44642857142857145,3,123,24,4,False,2,UM50,9
7,0.42857142857142855,4,123,24,3,False,2,UM50,9
2,0.390625,5,123,24,5,False,2,UM50,9
6,0.26785714285714285,6,123,24,6,False,2,UM50,9
1,0.25,7,123,24,7,False,2,UM50,9
4,0.2421875,8,123,24,8,False,2,UM50,9
3,0.2421875,8,123,24,9,False,2,UM50,9
5,0.96875,1,129,30,2,True,2,UM50,9
0,0.8125,2,129,30,1,False,2,UM50,9
8,0.44642857142857145,3,129,30,4,False,2,UM50,9
7,0.42857142857142855,4,129,30,3,False,2,UM50,9
2,0.390625,5,129,30,5,False,2,UM50,9
6,0.26785714285714285,6,129,30,6,False,2,UM50,9
1,0.25,7,129,30,7,False,2,UM50,9
4,0.2421875,8,129,30,8,False,2,UM50,9
3,0.2421875,8,129,30,9,False,2,UM50,9
5,1.0,1,135,36,2,True,2,UM50,9
0,0.734375,2,135,36,1,False,2,UM50,9
8,0.44642857142857145,3,135,36,4,False,2,UM50,9
7,0.42857142857142855,4,135,36,3,False,2,UM50,9
2,0.40625,5,135,36,5,False,2,UM50,9
6,0.26785714285714285,6,135,36,6,False,2,UM50,9
4,0.2578125,7,135,36,8,False,2,UM50,9
1,0.25,8,135,36,7,False,2,UM50,9
3,0.2421875,9,135,36,9,False,2,UM50,9
5,1.0,1,141,42,2,True,2,UM50,9
0,0.734375,2,141,42,1,False,2,UM50,9
8,0.44642857142857145,3,141,42,4,False,2,UM50,9
7,0.42857142857142855,4,141,42,3,False,2,UM50,9
2,0.40625,5,141,42,5,False,2,UM50,9
6,0.26785714285714285,6,141,42,6,False,2,UM50,9
4,0.2578125,7,141,42,8,False,2,UM50,9
1,0.25,8,141,42,7,False,2,UM50,9
3,0.2421875,9,141,42,9,False,2,UM50,9
5,1.0,1,147,48,2,True,2,UM50,9
0,0.734375,2,147,48,1,False,2,UM50,9
8,0.44642857142857145,3,147,48,4,False,2,UM50,9
7,0.42857142857142855,4,147,48,3,False,2,UM50,9
2,0.40625,5,147,48,5,False,2,UM50,9
6,0.26785714285714285,6,147,48,6,False,2,UM50,9
4,0.2578125,7,147,48,8,False,2,UM50,9
1,0.25,8,147,48,7,False,2,UM50,9
3,0.2421875,9,147,48,9,False,2,UM50,9
5,1.0,1,153,54,2,True,2,UM50,9
0,0.734375,2,153,54,1,False,2,UM50,9
8,0.44642857142857145,3,153,54,4,False,2,UM50,9
7,0.42857142857142855,4,153,54,3,False,2,UM50,9
2,0.40625,5,153,54,5,False,2,UM50,9
6,0.26785714285714285,6,153,54,6,False,2,UM50,9
4,0.2578125,7,153,54,8,False,2,UM50,9
1,0.25,8,153,54,7,False,2,UM50,9
3,0.2421875,9,153,54,9,False,2,UM50,9
5,1.0,1,159,60,2,True,2,UM50,9
0,0.734375,2,159,60,1,False,2,UM50,9
8,0.44642857142857145,3,159,60,4,False,2,UM50,9
7,0.42857142857142855,4,159,60,3,False,2,UM50,9
2,0.40625,5,159,60,5,False,2,UM50,9
6,0.26785714285714285,6,159,60,6,False,2,UM50,9
4,0.2578125,7,159,60,8,False,2,UM50,9
1,0.25,8,159,60,7,False,2,UM50,9
3,0.2421875,9,159,60,9,False,2,UM50,9
5,1.0,1,165,66,2,True,2,UM50,9
0,0.734375,2,165,66,1,False,2,UM50,9
8,0.44642857142857145,3,165,66,4,False,2,UM50,9
7,0.42857142857142855,4,165,66,3,False,2,UM50,9
2,0.40625,5,165,66,5,False,2,UM50,9
6,0.26785714285714285,6,165,66,6,False,2,UM50,9
4,0.2578125,7,165,66,8,False,2,UM50,9
1,0.25,8,165,66,7,False,2,UM50,9
3,0.2421875,9,165,66,9,False,2,UM50,9
5,1.0,1,171,72,2,True,2,UM50,9
0,0.734375,2,171,72,1,False,2,UM50,9
8,0.44642857142857145,3,171,72,4,False,2,UM50,9
7,0.42857142857142855,4,171,72,3,False,2,UM50,9
2,0.40625,5,171,72,5,False,2,UM50,9
6,0.26785714285714285,6,171,72,6,False,2,UM50,9
4,0.2578125,7,171,72,8,False,2,UM50,9
1,0.25,8,171,72,7,False,2,UM50,9
3,0.2421875,9,171,72,9,False,2,UM50,9
5,1.0,1,177,78,2,True,2,UM50,9
0,0.734375,2,177,78,1,False,2,UM50,9
8,0.44642857142857145,3,177,78,4,False,2,UM50,9
7,0.42857142857142855,4,177,78,3,False,2,UM50,9
2,0.40625,5,177,78,5,False,2,UM50,9
6,0.26785714285714285,6,177,78,6,False,2,UM50,9
4,0.2578125,7,177,78,8,False,2,UM50,9
1,0.25,8,177,78,7,False,2,UM50,9
3,0.2421875,9,177,78,9,False,2,UM50,9
5,1.0,1,183,84,2,True,2,UM50,9
0,0.734375,2,183,84,1,False,2,UM50,9
8,0.44642857142857145,3,183,84,4,False,2,UM50,9
7,0.42857142857142855,4,183,84,3,False,2,UM50,9
2,0.40625,5,183,84,5,False,2,UM50,9
6,0.26785714285714285,6,183,84,6,False,2,UM50,9
4,0.2578125,7,183,84,8,False,2,UM50,9
1,0.25,8,183,84,7,False,2,UM50,9
3,0.2421875,9,183,84,9,False,2,UM50,9
5,1.0,1,189,90,2,True,2,UM50,9
0,0.734375,2,189,90,1,False,2,UM50,9
8,0.44642857142857145,3,189,90,4,False,2,UM50,9
7,0.42857142857142855,4,189,90,3,False,2,UM50,9
2,0.40625,5,189,90,5,False,2,UM50,9
6,0.26785714285714285,6,189,90,6,False,2,UM50,9
4,0.2578125,7,189,90,8,False,2,UM50,9
1,0.25,8,189,90,7,False,2,UM50,9
3,0.2421875,9,189,90,9,False,2,UM50,9
5,1.0,1,195,96,2,True,2,UM50,9
0,0.734375,2,195,96,1,False,2,UM50,9
8,0.44642857142857145,3,195,96,4,False,2,UM50,9
7,0.42857142857142855,4,195,96,3,False,2,UM50,9
2,0.40625,5,195,96,5,False,2,UM50,9
6,0.26785714285714285,6,195,96,6,False,2,UM50,9
4,0.2578125,7,195,96,8,False,2,UM50,9
1,0.25,8,195,96,7,False,2,UM50,9
3,0.2421875,9,195,96,9,False,2,UM50,9
8,1.0,1,100,0,1,False,2,UM50,9
4,0.59375,2,100,0,2,True,2,UM50,9
1,0.578125,3,100,0,3,False,2,UM50,9
6,0.53125,4,100,0,4,False,2,UM50,9
7,0.515625,5,100,0,5,False,2,UM50,9
5,0.5,6,100,0,6,False,2,UM50,9
3,0.4375,7,100,0,7,False,2,UM50,9
2,0.28125,8,100,0,8,False,2,UM50,9
0,0.125,9,100,0,9,False,2,UM50,9
8,0.953125,1,105,6,1,False,2,UM50,9
4,0.734375,2,105,6,2,True,2,UM50,9
1,0.578125,3,105,6,3,False,2,UM50,9
6,0.53125,4,105,6,4,False,2,UM50,9
7,0.515625,5,105,6,5,False,2,UM50,9
5,0.5,6,105,6,6,False,2,UM50,9
3,0.4375,7,105,6,7,False,2,UM50,9
2,0.28125,8,105,6,8,False,2,UM50,9
0,0.109375,9,105,6,9,False,2,UM50,9
8,0.890625,1,111,12,1,False,2,UM50,9
4,0.890625,1,111,12,2,True,2,UM50,9
1,0.5625,3,111,12,3,False,2,UM50,9
6,0.53125,4,111,12,4,False,2,UM50,9
7,0.515625,5,111,12,5,False,2,UM50,9
5,0.5,6,111,12,6,False,2,UM50,9
3,0.375,7,111,12,7,False,2,UM50,9
2,0.28125,8,111,12,8,False,2,UM50,9
0,0.109375,9,111,12,9,False,2,UM50,9
4,0.9375,1,117,18,2,True,2,UM50,9
8,0.890625,2,117,18,1,False,2,UM50,9
1,0.5625,3,117,18,3,False,2,UM50,9
6,0.546875,4,117,18,4,False,2,UM50,9
7,0.515625,5,117,18,5,False,2,UM50,9
5,0.5,6,117,18,6,False,2,UM50,9
3,0.375,7,117,18,7,False,2,UM50,9
2,0.28125,8,117,18,8,False,2,UM50,9
0,0.109375,9,117,18,9,False,2,UM50,9
4,1.0,1,123,24,2,True,2,UM50,9
8,0.890625,2,123,24,1,False,2,UM50,9
6,0.546875,3,123,24,4,False,2,UM50,9
7,0.515625,4,123,24,5,False,2,UM50,9
1,0.515625,4,123,24,3,False,2,UM50,9
5,0.4453125,6,123,24,6,False,2,UM50,9
3,0.375,7,123,24,7,False,2,UM50,9
2,0.28125,8,123,24,8,False,2,UM50,9
0,0.109375,9,123,24,9,False,2,UM50,9
4,1.0,1,129,30,2,True,2,UM50,9
8,0.890625,2,129,30,1,False,2,UM50,9
6,0.546875,3,129,30,4,False,2,UM50,9
7,0.515625,4,129,30,5,False,2,UM50,9
1,0.515625,4,129,30,3,False,2,UM50,9
5,0.4375,6,129,30,6,False,2,UM50,9
3,0.375,7,129,30,7,False,2,UM50,9
2,0.28125,8,129,30,8,False,2,UM50,9
0,0.109375,9,129,30,9,False,2,UM50,9
4,1.0,1,135,36,2,True,2,UM50,9
8,0.890625,2,135,36,1,False,2,UM50,9
6,0.546875,3,135,36,4,False,2,UM50,9
7,0.515625,4,135,36,5,False,2,UM50,9
1,0.515625,4,135,36,3,False,2,UM50,9
5,0.4375,6,135,36,6,False,2,UM50,9
3,0.375,7,135,36,7,False,2,UM50,9
2,0.28125,8,135,36,8,False,2,UM50,9
0,0.109375,9,135,36,9,False,2,UM50,9
4,1.0,1,141,42,2,True,2,UM50,9
8,0.890625,2,141,42,1,False,2,UM50,9
6,0.546875,3,141,42,4,False,2,UM50,9
7,0.515625,4,141,42,5,False,2,UM50,9
1,0.515625,4,141,42,3,False,2,UM50,9
5,0.4375,6,141,42,6,False,2,UM50,9
3,0.375,7,141,42,7,False,2,UM50,9
2,0.28125,8,141,42,8,False,2,UM50,9
0,0.109375,9,141,42,9,False,2,UM50,9
4,1.0,1,147,48,2,True,2,UM50,9
8,0.890625,2,147,48,1,False,2,UM50,9
6,0.546875,3,147,48,4,False,2,UM50,9
7,0.515625,4,147,48,5,False,2,UM50,9
1,0.515625,4,147,48,3,False,2,UM50,9
5,0.4375,6,147,48,6,False,2,UM50,9
3,0.375,7,147,48,7,False,2,UM50,9
2,0.28125,8,147,48,8,False,2,UM50,9
0,0.109375,9,147,48,9,False,2,UM50,9
4,1.0,1,153,54,2,True,2,UM50,9
8,0.890625,2,153,54,1,False,2,UM50,9
6,0.546875,3,153,54,4,False,2,UM50,9
7,0.515625,4,153,54,5,False,2,UM50,9
1,0.515625,4,153,54,3,False,2,UM50,9
5,0.4375,6,153,54,6,False,2,UM50,9
3,0.375,7,153,54,7,False,2,UM50,9
2,0.28125,8,153,54,8,False,2,UM50,9
0,0.109375,9,153,54,9,False,2,UM50,9
4,1.0,1,159,60,2,True,2,UM50,9
8,0.890625,2,159,60,1,False,2,UM50,9
6,0.546875,3,159,60,4,False,2,UM50,9
7,0.515625,4,159,60,5,False,2,UM50,9
1,0.515625,4,159,60,3,False,2,UM50,9
5,0.4375,6,159,60,6,False,2,UM50,9
3,0.375,7,159,60,7,False,2,UM50,9
2,0.28125,8,159,60,8,False,2,UM50,9
0,0.109375,9,159,60,9,False,2,UM50,9
4,1.0,1,165,66,2,True,2,UM50,9
8,0.890625,2,165,66,1,False,2,UM50,9
6,0.546875,3,165,66,4,False,2,UM50,9
7,0.515625,4,165,66,5,False,2,UM50,9
1,0.515625,4,165,66,3,False,2,UM50,9
5,0.4375,6,165,66,6,False,2,UM50,9
3,0.375,7,165,66,7,False,2,UM50,9
2,0.28125,8,165,66,8,False,2,UM50,9
0,0.109375,9,165,66,9,False,2,UM50,9
4,1.0,1,171,72,2,True,2,UM50,9
8,0.890625,2,171,72,1,False,2,UM50,9
6,0.546875,3,171,72,4,False,2,UM50,9
7,0.515625,4,171,72,5,False,2,UM50,9
1,0.515625,4,171,72,3,False,2,UM50,9
5,0.4375,6,171,72,6,False,2,UM50,9
3,0.375,7,171,72,7,False,2,UM50,9
2,0.28125,8,171,72,8,False,2,UM50,9
0,0.109375,9,171,72,9,False,2,UM50,9
4,1.0,1,177,78,2,True,2,UM50,9
8,0.890625,2,177,78,1,False,2,UM50,9
6,0.546875,3,177,78,4,False,2,UM50,9
7,0.515625,4,177,78,5,False,2,UM50,9
1,0.515625,4,177,78,3,False,2,UM50,9
5,0.4375,6,177,78,6,False,2,UM50,9
3,0.375,7,177,78,7,False,2,UM50,9
2,0.28125,8,177,78,8,False,2,UM50,9
0,0.109375,9,177,78,9,False,2,UM50,9
4,1.0,1,183,84,2,True,2,UM50,9
8,0.890625,2,183,84,1,False,2,UM50,9
6,0.546875,3,183,84,4,False,2,UM50,9
7,0.515625,4,183,84,5,False,2,UM50,9
1,0.515625,4,183,84,3,False,2,UM50,9
5,0.4375,6,183,84,6,False,2,UM50,9
3,0.375,7,183,84,7,False,2,UM50,9
2,0.28125,8,183,84,8,False,2,UM50,9
0,0.109375,9,183,84,9,False,2,UM50,9
4,1.0,1,189,90,2,True,2,UM50,9
8,0.890625,2,189,90,1,False,2,UM50,9
6,0.546875,3,189,90,4,False,2,UM50,9
7,0.515625,4,189,90,5,False,2,UM50,9
1,0.515625,4,189,90,3,False,2,UM50,9
5,0.4375,6,189,90,6,False,2,UM50,9
3,0.375,7,189,90,7,False,2,UM50,9
2,0.28125,8,189,90,8,False,2,UM50,9
0,0.109375,9,189,90,9,False,2,UM50,9
4,1.0,1,195,96,2,True,2,UM50,9
8,0.890625,2,195,96,1,False,2,UM50,9
6,0.546875,3,195,96,4,False,2,UM50,9
7,0.515625,4,195,96,5,False,2,UM50,9
1,0.515625,4,195,96,3,False,2,UM50,9
5,0.4375,6,195,96,6,False,2,UM50,9
3,0.375,7,195,96,7,False,2,UM50,9
2,0.28125,8,195,96,8,False,2,UM50,9
0,0.109375,9,195,96,9,False,2,UM50,9
2,0.8125,1,100,0,1,False,2,UM50,9
5,0.7578125,2,100,0,2,True,2,UM50,9
7,0.703125,3,100,0,3,False,2,UM50,9
8,0.625,4,100,0,4,False,2,UM50,9
1,0.609375,5,100,0,5,False,2,UM50,9
0,0.40625,6,100,0,6,False,2,UM50,9
4,0.328125,7,100,0,7,False,2,UM50,9
3,0.2890625,8,100,0,8,False,2,UM50,9
6,0.265625,9,100,0,9,False,2,UM50,9
5,0.765625,1,105,6,2,True,2,UM50,9
2,0.75,2,105,6,1,False,2,UM50,9
7,0.71875,3,105,6,3,False,2,UM50,9
1,0.6171875,4,105,6,5,False,2,UM50,9
8,0.609375,5,105,6,4,False,2,UM50,9
0,0.375,6,105,6,6,False,2,UM50,9
4,0.3203125,7,105,6,7,False,2,UM50,9
3,0.2890625,8,105,6,8,False,2,UM50,9
6,0.2734375,9,105,6,9,False,2,UM50,9
5,0.8359375,1,111,12,2,True,2,UM50,9
2,0.75,2,111,12,1,False,2,UM50,9
7,0.6640625,3,111,12,3,False,2,UM50,9
1,0.6328125,4,111,12,5,False,2,UM50,9
8,0.59375,5,111,12,4,False,2,UM50,9
0,0.359375,6,111,12,6,False,2,UM50,9
4,0.3046875,7,111,12,7,False,2,UM50,9
6,0.265625,8,111,12,9,False,2,UM50,9
3,0.2578125,9,111,12,8,False,2,UM50,9
5,0.859375,1,117,18,2,True,2,UM50,9
2,0.6640625,2,117,18,1,False,2,UM50,9
7,0.6484375,3,117,18,3,False,2,UM50,9
1,0.6328125,4,117,18,5,False,2,UM50,9
